CGPA,Aptitude,Communication,Projects,Internship,Certifications,Placement
5.7,94,84,8,Yes,4,Yes
5.12,89,49,7,No,3,Yes
5.77,88,64,9,Yes,2,Yes
9.31,100,60,3,No,2,Yes
6.1,98,85,0,Yes,4,Yes
7.06,67,76,9,No,2,Yes
9.02,30,86,3,Yes,1,Yes
9.0,42,96,8,Yes,2,Yes
5.52,76,59,3,No,7,Yes
9.26,52,30,7,No,8,Yes
4.83,98,58,2,No,8,Yes
5.37,49,68,3,No,4,Yes
7.07,98,92,9,No,1,Yes
4.87,97,98,8,No,8,Yes
7.64,42,91,8,No,7,Yes
7.61,30,69,3,Yes,1,Yes
8.56,83,68,5,Yes,1,Yes
4.52,62,85,4,No,5,Yes
8.98,71,63,3,No,6,Yes
6.92,49,57,6,Yes,7,Yes
8.32,80,84,6,No,5,Yes
4.52,30,65,10,Yes,7,Yes
8.57,71,75,7,Yes,7,Yes
6.04,94,71,3,No,3,Yes
8.06,53,71,8,Yes,8,Yes
8.87,66,33,4,No,5,Yes
7.29,45,92,8,Yes,8,Yes
9.36,55,47,3,No,3,Yes
7.64,41,56,5,No,3,Yes
9.41,65,81,9,Yes,6,Yes
9.34,86,58,4,Yes,3,Yes
5.39,73,31,7,Yes,6,Yes
9.13,59,49,3,No,3,Yes
8.41,51,75,7,No,7,Yes
7.68,59,83,1,No,8,Yes
6.12,83,35,8,No,0,Yes
8.5,75,48,0,No,8,Yes
4.88,70,30,10,Yes,8,Yes
4.56,59,94,5,No,1,Yes
8.83,30,62,2,Yes,4,Yes
5.6,78,56,6,No,2,Yes
5.34,48,54,0,No,5,Yes
8.86,90,81,0,Yes,7,Yes
5.06,67,51,4,No,5,Yes
6.63,64,39,7,Yes,0,Yes
8.91,75,86,7,Yes,1,Yes
7.95,44,90,5,No,2,Yes
6.43,66,99,1,Yes,0,Yes
9.99,76,100,7,Yes,3,Yes
7.76,57,41,8,Yes,2,Yes
4.84,30,53,0,No,6,No
9.17,54,80,4,Yes,0,Yes
9.3,91,72,1,Yes,7,Yes
9.19,73,59,3,No,0,Yes
8.23,77,71,3,No,5,Yes
4.68,41,87,1,No,1,No
4.82,54,41,9,Yes,3,Yes
6.76,94,91,7,Yes,1,Yes
8.35,97,44,6,No,0,Yes
7.66,59,52,10,No,1,Yes
7.48,37,60,3,No,1,Yes
8.73,69,89,5,Yes,8,Yes
6.36,99,81,9,Yes,8,Yes
6.06,52,38,2,Yes,6,Yes
8.93,59,75,8,No,6,Yes
9.86,99,87,1,Yes,4,Yes
4.62,50,78,10,Yes,1,Yes
8.2,72,87,4,No,0,Yes
6.03,86,30,1,Yes,1,Yes
5.89,47,93,0,No,6,Yes
8.57,46,80,0,Yes,0,Yes
8.57,47,53,9,No,2,Yes
5.11,41,69,4,Yes,0,Yes
6.13,53,62,5,Yes,2,Yes
4.95,81,53,5,No,6,Yes
8.53,36,90,5,No,0,Yes
8.3,50,57,10,Yes,6,Yes
7.69,53,69,10,No,7,Yes
5.07,72,81,7,No,1,Yes
5.84,35,48,1,Yes,4,Yes
9.2,67,78,10,Yes,3,Yes
6.89,89,87,5,No,6,Yes
8.47,47,89,8,No,6,Yes
5.32,81,47,5,No,5,Yes
8.52,30,66,0,Yes,2,Yes
9.58,79,94,10,Yes,1,Yes
4.61,45,84,0,No,1,No
7.69,79,33,3,Yes,8,Yes
8.48,38,49,9,Yes,5,Yes
8.79,95,36,2,Yes,6,Yes
6.34,72,78,1,No,1,Yes
8.35,67,100,7,Yes,1,Yes
8.7,68,95,6,No,7,Yes
6.33,77,71,3,Yes,4,Yes
8.3,75,75,7,Yes,8,Yes
5.74,40,47,10,No,0,Yes
7.73,97,99,2,Yes,3,Yes
6.34,72,37,8,No,6,Yes
6.14,61,95,10,Yes,0,Yes
9.49,39,45,1,No,7,Yes
5.02,36,100,7,Yes,5,Yes
7.83,93,55,0,Yes,4,Yes
9.57,78,98,1,Yes,6,Yes
9.53,64,46,9,Yes,6,Yes
6.49,45,90,8,No,0,Yes
9.87,50,75,4,No,6,Yes
7.23,44,64,3,Yes,1,Yes
7.93,97,80,10,No,4,Yes
6.72,60,62,0,Yes,3,Yes
7.44,87,71,8,Yes,0,Yes
8.95,47,69,9,No,1,Yes
7.15,81,97,7,No,5,Yes
8.25,88,67,9,No,2,Yes
6.81,94,33,0,No,5,Yes
7.72,77,44,8,No,6,Yes
7.66,54,36,0,No,4,Yes
7.07,55,88,2,Yes,0,Yes
4.51,38,57,2,Yes,4,No
4.58,43,91,9,No,1,Yes
8.34,99,94,9,No,4,Yes
8.99,90,38,5,No,4,Yes
7.96,37,82,10,No,0,Yes
5.25,60,30,4,No,7,No
9.92,86,64,10,Yes,1,Yes
7.75,60,86,0,Yes,7,Yes
9.29,63,71,5,No,7,Yes
9.32,81,82,7,No,1,Yes
5.32,36,97,9,Yes,4,Yes
6.28,64,92,7,Yes,3,Yes
7.6,99,47,8,No,2,Yes
5.75,82,89,0,No,0,Yes
7.8,74,81,3,No,5,Yes
4.54,85,68,0,No,7,Yes
9.63,77,93,0,Yes,1,Yes
5.9,60,61,1,No,0,Yes
5.65,31,43,0,No,0,No
6.67,60,92,10,Yes,1,Yes
7.86,93,88,8,Yes,0,Yes
6.22,97,82,6,No,2,Yes
9.99,74,42,5,No,1,Yes
7.62,58,51,4,No,7,Yes
8.95,55,66,5,Yes,8,Yes
8.59,35,83,1,Yes,8,Yes
5.62,79,56,9,No,1,Yes
9.36,76,97,7,No,8,Yes
9.02,87,79,1,Yes,6,Yes
7.35,41,51,2,No,5,Yes
7.33,47,64,10,Yes,2,Yes
4.77,96,50,8,No,0,Yes
7.17,74,31,3,Yes,3,Yes
4.51,48,34,3,No,3,No
8.39,86,59,3,No,8,Yes
9.75,39,78,5,Yes,8,Yes
4.62,38,77,6,No,6,Yes
7.9,61,51,0,No,0,Yes
7.62,30,53,0,Yes,7,Yes
5.5,58,65,3,Yes,7,Yes
4.99,71,58,6,Yes,8,Yes
5.81,81,61,5,Yes,2,Yes
9.55,84,91,10,No,8,Yes
9.94,80,77,3,No,0,Yes
8.31,98,94,6,Yes,1,Yes
8.04,32,51,10,Yes,2,Yes
5.93,81,53,4,No,0,Yes
5.56,88,94,0,No,6,Yes
8.89,62,98,10,No,5,Yes
7.8,38,63,9,No,2,Yes
5.71,50,71,6,Yes,4,Yes
7.07,85,62,10,No,3,Yes
7.59,62,79,6,No,7,Yes
8.99,60,83,8,Yes,4,Yes
8.07,72,39,9,No,7,Yes
8.17,84,67,6,Yes,7,Yes
4.68,78,71,1,No,3,No
8.53,51,77,7,No,6,Yes
7.37,43,93,7,Yes,2,Yes
6.97,85,92,0,No,5,Yes
8.33,99,75,3,No,4,Yes
8.48,100,91,8,Yes,3,Yes
8.12,73,55,3,Yes,5,Yes
6.96,40,55,6,No,2,Yes
5.96,83,51,0,No,6,Yes
9.86,73,33,9,Yes,3,Yes
5.09,64,44,2,No,7,Yes
6.46,69,91,7,No,6,Yes
7.52,87,50,9,Yes,0,Yes
4.54,85,32,8,Yes,6,Yes
5.36,70,58,3,No,0,Yes
7.47,76,92,7,Yes,6,Yes
6.21,67,31,5,Yes,8,Yes
5.05,100,44,9,Yes,2,Yes
7.58,45,89,4,No,4,Yes
6.73,54,85,8,No,8,Yes
8.06,78,40,9,Yes,8,Yes
6.17,45,86,0,Yes,3,Yes
9.36,100,73,8,Yes,0,Yes
7.99,48,96,1,No,1,Yes
5.87,90,62,1,Yes,1,Yes
7.81,30,73,10,No,1,Yes
6.42,35,34,10,Yes,5,Yes
8.64,38,94,4,No,1,Yes
4.66,35,31,5,Yes,2,Yes
7.07,38,30,9,Yes,3,Yes
7.96,99,52,6,No,5,Yes
6.34,80,73,6,Yes,1,Yes
5.51,75,80,10,No,3,Yes
7.83,71,41,1,Yes,8,Yes
5.86,90,73,5,Yes,3,Yes
8.01,32,34,0,No,8,Yes
4.54,39,62,10,Yes,1,Yes
8.78,40,84,2,Yes,6,Yes
5.22,84,67,6,Yes,5,Yes
7.47,52,99,5,Yes,8,Yes
8.17,74,98,10,Yes,2,Yes
7.96,32,84,9,Yes,0,Yes
5.58,83,89,7,No,2,Yes
7.75,57,38,3,Yes,7,Yes
6.06,76,88,7,No,3,Yes
4.95,57,41,6,Yes,1,Yes
4.82,61,31,7,Yes,8,Yes
9.28,31,67,9,No,4,Yes
5.76,85,97,6,Yes,0,Yes
4.51,31,81,7,Yes,2,Yes
5.77,36,39,3,Yes,5,Yes
4.98,71,67,7,No,7,Yes
9.51,33,86,0,No,1,Yes
5.05,92,49,4,No,6,Yes
9.24,46,97,6,No,1,Yes
4.75,92,85,10,Yes,2,Yes
6.05,69,69,6,Yes,5,Yes
6.21,57,43,7,Yes,4,Yes
5.73,69,90,7,No,7,Yes
7.49,33,56,9,Yes,3,Yes
7.71,60,95,5,Yes,3,Yes
4.68,67,87,7,No,7,Yes
6.56,89,63,3,No,3,Yes
4.54,67,66,9,Yes,0,Yes
5.71,91,56,5,Yes,1,Yes
5.62,62,87,5,No,7,Yes
5.12,45,97,6,Yes,1,Yes
5.54,31,59,8,No,4,Yes
8.79,100,80,6,No,4,Yes
9.37,97,98,2,No,0,Yes
6.8,35,76,5,No,3,Yes
5.84,35,33,3,Yes,1,Yes
9.14,56,52,7,No,0,Yes
4.97,44,73,10,Yes,0,Yes
6.04,66,88,10,Yes,2,Yes
8.51,79,51,7,Yes,5,Yes
8.0,100,35,7,No,3,Yes
7.62,54,88,9,Yes,1,Yes
7.31,31,88,7,No,1,Yes
8.61,91,34,4,No,2,Yes
8.01,96,97,3,No,2,Yes
6.75,76,42,2,No,6,Yes
5.09,66,48,6,Yes,4,Yes
8.44,52,79,7,No,5,Yes
4.58,66,67,6,Yes,4,Yes
5.3,62,77,7,No,2,Yes
9.42,53,62,1,No,8,Yes
5.72,42,99,8,No,5,Yes
7.03,84,42,6,No,0,Yes
7.98,68,95,7,No,2,Yes
7.91,56,57,9,No,1,Yes
6.78,62,84,4,No,5,Yes
9.73,54,69,7,Yes,2,Yes
5.7,69,37,3,Yes,4,Yes
4.75,93,90,10,No,3,Yes
5.22,87,69,6,No,4,Yes
5.97,70,53,7,No,1,Yes
4.66,86,97,0,No,4,Yes
5.93,66,42,9,Yes,3,Yes
4.53,78,34,0,No,2,No
6.7,50,94,5,No,3,Yes
6.46,81,89,3,Yes,7,Yes
7.47,78,34,4,Yes,1,Yes
8.51,54,55,2,Yes,0,Yes
6.5,79,65,7,Yes,7,Yes
7.96,90,88,7,No,8,Yes
7.05,81,40,10,Yes,8,Yes
9.65,99,99,8,No,0,Yes
9.4,44,41,0,Yes,8,Yes
7.4,80,84,9,Yes,2,Yes
9.02,88,56,7,Yes,2,Yes
5.06,59,98,10,Yes,7,Yes
9.49,57,90,0,No,0,Yes
4.78,88,71,5,Yes,0,Yes
7.34,99,71,9,Yes,4,Yes
5.12,32,95,6,Yes,8,Yes
9.39,94,44,10,Yes,6,Yes
7.81,85,71,10,Yes,4,Yes
5.49,69,56,3,Yes,2,Yes
6.79,49,80,8,No,4,Yes
9.24,80,42,9,Yes,4,Yes
6.72,86,33,4,Yes,8,Yes
8.21,57,34,9,No,1,Yes
5.18,90,99,8,No,4,Yes
4.84,55,72,6,No,6,Yes
6.1,75,32,8,No,4,Yes
7.14,40,83,6,No,2,Yes
9.11,47,43,3,No,5,Yes
5.16,76,79,6,No,1,Yes
8.89,41,88,7,No,7,Yes
8.25,47,97,8,Yes,1,Yes
9.35,34,31,2,No,0,Yes
9.93,84,57,6,No,3,Yes
7.88,75,97,9,Yes,1,Yes
8.02,69,34,8,No,7,Yes
6.6,82,56,7,Yes,6,Yes
4.69,99,35,5,Yes,3,Yes
4.86,76,73,8,Yes,5,Yes
5.36,35,60,8,Yes,0,Yes
4.52,80,76,8,Yes,2,Yes
7.92,50,63,8,No,0,Yes
9.17,91,41,4,No,8,Yes
9.89,58,81,10,No,5,Yes
6.91,63,40,4,Yes,0,Yes
9.02,47,73,9,No,8,Yes
5.96,58,80,5,No,3,Yes
8.28,98,36,4,No,4,Yes
6.49,42,32,3,No,5,Yes
5.73,81,81,9,Yes,2,Yes
4.71,47,99,0,No,3,Yes
8.96,52,36,7,No,8,Yes
7.36,94,45,7,Yes,2,Yes
5.32,87,67,8,No,8,Yes
7.49,62,58,0,No,8,Yes
4.7,38,53,6,No,1,No
6.03,51,32,2,Yes,4,Yes
7.04,63,76,10,Yes,2,Yes
4.62,54,59,0,No,7,No
6.09,40,69,5,Yes,0,Yes
7.92,74,58,2,No,3,Yes
9.67,81,65,1,No,4,Yes
7.68,48,35,10,Yes,2,Yes
9.81,40,79,1,No,7,Yes
8.4,76,35,4,Yes,6,Yes
7.79,85,93,4,Yes,4,Yes
4.59,100,82,0,Yes,6,Yes
6.97,56,35,3,No,1,Yes
4.76,84,66,8,Yes,3,Yes
7.3,42,32,9,No,4,Yes
8.54,59,39,7,Yes,2,Yes
10.0,90,53,7,No,6,Yes
6.36,67,33,2,Yes,3,Yes
8.64,95,95,9,Yes,7,Yes
4.87,83,92,9,Yes,5,Yes
6.79,80,72,10,No,6,Yes
5.99,46,95,1,Yes,1,Yes
8.07,88,98,1,No,6,Yes
8.58,92,43,2,No,7,Yes
9.1,70,39,5,Yes,4,Yes
9.32,99,31,10,Yes,1,Yes
6.64,31,53,10,No,5,Yes
9.77,41,91,5,No,6,Yes
9.62,66,32,4,Yes,8,Yes
5.91,31,58,5,Yes,6,Yes
7.26,62,78,6,Yes,4,Yes
9.35,94,32,7,No,2,Yes
7.27,68,50,0,Yes,8,Yes
8.38,73,80,8,No,5,Yes
7.61,62,81,1,No,7,Yes
9.79,53,71,7,No,8,Yes
8.17,100,42,2,Yes,6,Yes
9.25,87,94,3,No,5,Yes
9.62,100,42,6,No,3,Yes
8.58,45,64,4,Yes,3,Yes
6.16,46,63,9,No,3,Yes
9.89,62,68,6,Yes,8,Yes
6.56,86,32,3,Yes,8,Yes
5.77,85,36,7,No,1,Yes
4.88,41,77,7,Yes,7,Yes
9.65,34,95,6,Yes,3,Yes
5.07,30,30,6,Yes,3,Yes
4.92,44,49,5,No,2,No
6.88,41,35,7,No,6,Yes
7.73,73,40,0,No,7,Yes
8.13,89,96,10,No,2,Yes
7.54,91,54,1,Yes,3,Yes
5.36,32,72,10,No,4,Yes
9.16,69,32,8,No,0,Yes
9.37,53,81,10,Yes,5,Yes
6.71,42,39,9,No,1,Yes
5.51,35,53,4,No,5,Yes
8.3,85,43,4,Yes,7,Yes
8.91,98,74,6,No,0,Yes
6.47,60,93,6,No,8,Yes
6.57,84,30,10,No,5,Yes
7.14,99,44,5,Yes,6,Yes
5.57,44,32,10,No,7,Yes
4.92,87,74,5,Yes,8,Yes
7.97,35,43,8,Yes,3,Yes
7.0,60,90,4,No,2,Yes
9.88,37,70,8,No,5,Yes
7.67,75,70,4,No,7,Yes
9.47,95,92,5,No,7,Yes
5.25,52,35,6,No,1,No
8.41,82,47,7,Yes,0,Yes
5.98,70,85,4,No,6,Yes
5.37,35,70,4,Yes,7,Yes
7.89,72,94,2,Yes,8,Yes
8.19,99,62,0,Yes,0,Yes
6.47,69,78,8,Yes,6,Yes
7.38,60,88,3,Yes,6,Yes
9.53,60,62,1,Yes,7,Yes
6.92,94,42,6,Yes,8,Yes
9.78,79,98,6,No,2,Yes
5.35,97,85,5,Yes,6,Yes
7.82,63,52,2,Yes,2,Yes
4.71,76,54,1,No,8,Yes
9.14,100,64,1,No,7,Yes
6.76,52,37,6,Yes,8,Yes
7.71,64,91,6,No,0,Yes
5.86,30,45,10,No,3,Yes
9.1,64,39,5,Yes,4,Yes
4.78,32,62,1,Yes,7,Yes
6.36,87,33,9,No,1,Yes
4.92,71,68,0,Yes,5,Yes
4.98,56,90,8,Yes,5,Yes
8.79,84,72,5,No,3,Yes
5.83,71,77,2,Yes,2,Yes
7.59,34,52,7,Yes,6,Yes
6.47,44,74,0,Yes,8,Yes
5.99,65,52,5,No,4,Yes
8.92,61,74,7,No,1,Yes
5.24,67,44,7,No,3,Yes
6.07,87,47,1,No,3,Yes
4.58,44,65,10,Yes,8,Yes
5.98,67,75,7,No,1,Yes
5.65,59,32,2,Yes,5,Yes
6.01,73,94,7,Yes,7,Yes
9.81,42,99,9,Yes,7,Yes
9.22,52,88,0,No,7,Yes
7.67,80,44,6,Yes,5,Yes
4.72,91,75,1,Yes,3,Yes
7.73,93,43,9,No,2,Yes
9.89,37,82,3,No,4,Yes
6.77,94,34,3,Yes,8,Yes
7.27,75,58,9,No,2,Yes
9.15,40,40,5,No,7,Yes
4.91,96,77,0,No,5,Yes
4.67,33,78,1,Yes,7,Yes
8.94,93,46,5,Yes,7,Yes
5.35,46,70,7,No,7,Yes
8.76,56,92,3,Yes,0,Yes
5.54,78,30,0,Yes,8,Yes
6.34,55,30,6,No,1,Yes
5.04,59,44,6,Yes,7,Yes
4.67,96,53,9,Yes,5,Yes
8.43,74,41,8,No,4,Yes
9.7,43,37,0,No,8,Yes
9.3,38,66,2,Yes,0,Yes
6.88,55,73,5,No,7,Yes
5.23,48,77,9,No,2,Yes
8.09,49,97,2,No,5,Yes
4.56,80,69,7,Yes,3,Yes
5.25,65,81,6,Yes,5,Yes
9.41,82,61,0,Yes,3,Yes
9.99,56,84,10,No,1,Yes
7.46,82,78,6,Yes,7,Yes
7.34,68,30,3,Yes,6,Yes
7.74,79,83,2,Yes,0,Yes
8.49,88,65,3,No,6,Yes
5.88,72,80,3,Yes,5,Yes
9.39,60,40,7,Yes,0,Yes
9.33,78,36,5,Yes,0,Yes
9.51,56,88,1,No,6,Yes
9.33,48,58,9,Yes,7,Yes
9.64,52,86,9,Yes,5,Yes
8.51,39,46,6,Yes,7,Yes
9.01,74,46,1,No,5,Yes
5.87,61,46,4,Yes,7,Yes
7.44,92,94,10,No,2,Yes
5.21,89,77,5,No,4,Yes
7.56,82,34,4,Yes,1,Yes
9.48,39,41,9,No,3,Yes
7.06,51,39,0,Yes,7,Yes
8.26,48,43,0,No,8,Yes
9.85,34,74,7,No,5,Yes
8.73,48,61,9,Yes,3,Yes
6.61,69,74,2,Yes,3,Yes
8.96,52,91,0,No,3,Yes
8.67,77,79,2,No,1,Yes
7.31,33,70,5,No,3,Yes
9.39,35,30,2,No,2,Yes
5.87,63,94,3,Yes,5,Yes
7.51,73,76,7,No,0,Yes
7.25,84,85,0,No,4,Yes
8.92,45,40,8,Yes,0,Yes
9.21,77,44,7,Yes,4,Yes
8.03,34,60,8,Yes,3,Yes
8.59,72,73,3,Yes,1,Yes
7.11,90,72,2,No,7,Yes
4.91,67,49,3,No,8,Yes
7.8,60,91,7,No,2,Yes
7.92,71,39,2,Yes,4,Yes
8.38,88,96,7,No,5,Yes
4.81,39,74,1,Yes,8,Yes
5.61,30,96,7,Yes,8,Yes
10.0,30,37,4,Yes,7,Yes
7.12,61,85,5,No,3,Yes
7.69,57,45,2,No,2,Yes
6.77,92,41,6,Yes,1,Yes
4.85,94,88,1,Yes,5,Yes
4.73,77,98,1,No,1,Yes
5.72,32,96,8,No,1,Yes
6.1,36,41,2,Yes,2,Yes
7.28,42,47,0,No,8,Yes
9.08,61,72,2,Yes,1,Yes
5.27,68,78,0,No,7,Yes
9.99,71,30,6,Yes,7,Yes
7.2,78,97,6,Yes,5,Yes
9.05,50,94,4,No,2,Yes
5.3,68,74,10,No,4,Yes
5.73,46,42,6,No,5,Yes
8.03,99,39,1,Yes,4,Yes
9.1,86,53,10,No,2,Yes
7.07,85,97,0,Yes,1,Yes
5.19,81,81,6,No,6,Yes
8.64,91,100,9,Yes,3,Yes
6.17,42,69,4,No,1,Yes
9.38,65,78,2,No,0,Yes
7.05,35,87,1,Yes,7,Yes
5.26,99,93,7,No,4,Yes
9.21,80,80,0,Yes,2,Yes
5.08,88,54,9,No,4,Yes
8.21,55,59,10,Yes,7,Yes
9.58,62,60,2,No,6,Yes
8.14,71,35,0,Yes,6,Yes
8.33,62,78,8,No,4,Yes
7.99,58,55,9,Yes,2,Yes
4.79,60,63,7,Yes,6,Yes
6.48,97,80,1,No,4,Yes
8.85,89,72,0,Yes,2,Yes
9.39,76,70,7,No,3,Yes
8.91,79,58,7,No,1,Yes
7.09,82,31,10,No,4,Yes
6.39,79,96,4,No,0,Yes
8.82,70,46,5,Yes,4,Yes
5.28,36,88,8,Yes,5,Yes
6.16,46,90,1,No,6,Yes
6.97,50,64,3,Yes,3,Yes
6.38,73,98,1,Yes,2,Yes
9.14,40,80,7,Yes,1,Yes
8.6,54,71,9,No,4,Yes
5.76,100,62,6,Yes,4,Yes
7.41,82,42,1,No,5,Yes
8.67,40,80,7,No,0,Yes
8.65,54,55,5,No,2,Yes
9.31,59,49,7,No,1,Yes
6.92,100,41,4,Yes,7,Yes
7.69,44,60,0,Yes,2,Yes
4.92,53,82,9,Yes,1,Yes
9.53,68,73,8,No,8,Yes
8.18,31,63,3,No,5,Yes
8.95,72,36,6,Yes,7,Yes
6.58,54,32,3,Yes,2,Yes
5.89,43,43,2,Yes,6,Yes
7.8,70,57,6,Yes,4,Yes
6.25,93,40,10,No,8,Yes
9.16,82,80,4,No,6,Yes
6.26,58,100,3,No,0,Yes
9.7,55,98,9,No,7,Yes
4.8,36,96,9,Yes,5,Yes
8.9,42,60,6,No,6,Yes
6.96,83,53,8,Yes,0,Yes
6.99,56,66,2,No,8,Yes
8.84,48,47,0,Yes,5,Yes
8.01,39,38,7,No,4,Yes
4.98,84,75,4,No,1,Yes
5.04,43,50,3,No,4,Yes
8.41,62,54,5,No,3,Yes
6.48,51,69,3,No,5,Yes
5.16,46,59,0,Yes,5,Yes
9.18,88,36,8,No,0,Yes
8.43,74,97,5,Yes,4,Yes
7.91,38,77,9,No,5,Yes
7.08,100,69,0,Yes,7,Yes
4.99,89,41,9,Yes,3,Yes
5.64,73,64,6,No,5,Yes
5.65,91,44,0,Yes,0,Yes
9.79,65,63,4,No,8,Yes
5.97,83,72,2,No,7,Yes
6.23,34,77,5,Yes,7,Yes
6.88,48,52,0,Yes,3,Yes
5.52,57,96,0,No,1,No
5.27,72,30,4,No,7,Yes
6.53,41,48,0,No,4,No
5.52,51,75,7,No,1,Yes
8.4,92,93,0,Yes,1,Yes
8.13,41,61,6,Yes,0,Yes
5.7,51,73,10,No,6,Yes
9.98,40,50,0,No,0,Yes
7.58,31,58,2,Yes,3,Yes
4.51,66,91,1,Yes,6,Yes
5.46,50,91,1,Yes,2,Yes
8.33,51,30,3,No,4,Yes
8.76,33,51,4,Yes,7,Yes
8.98,59,97,2,No,2,Yes
4.71,32,94,2,Yes,5,Yes
5.17,34,37,8,No,8,Yes
9.36,73,94,4,No,8,Yes
5.98,52,78,0,Yes,7,Yes
7.7,55,36,9,No,5,Yes
8.05,51,98,1,Yes,8,Yes
4.95,78,58,8,No,3,Yes
9.91,81,51,0,No,3,Yes
6.46,68,87,9,No,3,Yes
8.49,38,80,4,No,7,Yes
9.82,52,90,3,Yes,7,Yes
9.74,99,49,3,No,0,Yes
5.72,66,80,4,Yes,4,Yes
7.06,31,81,10,No,0,Yes
7.14,98,70,5,No,0,Yes
5.63,90,84,0,No,7,Yes
9.3,87,80,6,Yes,7,Yes
4.5,63,87,1,Yes,6,Yes
9.69,87,62,7,No,6,Yes
5.37,95,100,10,No,6,Yes
5.11,42,61,7,No,2,Yes
9.81,48,70,10,No,8,Yes
9.6,96,74,8,No,1,Yes
8.23,72,52,5,Yes,2,Yes
5.62,90,83,0,Yes,7,Yes
7.5,57,79,0,No,5,Yes
8.24,67,32,5,Yes,3,Yes
8.27,90,77,6,No,0,Yes
7.6,54,83,8,Yes,0,Yes
9.17,83,84,3,Yes,3,Yes
6.62,83,59,1,Yes,3,Yes
6.83,73,53,0,Yes,4,Yes
7.5,75,31,10,No,5,Yes
6.09,74,52,9,Yes,8,Yes
4.64,77,78,1,No,1,No
6.88,60,61,8,No,5,Yes
4.92,69,60,3,Yes,7,Yes
7.97,74,92,9,Yes,8,Yes
4.54,93,96,2,No,8,Yes
5.21,59,60,8,No,8,Yes
5.47,35,86,10,No,2,Yes
8.51,65,51,10,Yes,2,Yes
8.59,56,78,1,Yes,1,Yes
9.5,70,39,6,Yes,5,Yes
7.84,63,34,10,Yes,8,Yes
9.14,41,63,6,Yes,4,Yes
6.52,50,74,9,No,1,Yes
8.52,43,58,10,Yes,5,Yes
9.28,53,49,5,Yes,1,Yes
6.93,67,30,3,No,6,Yes
7.19,41,71,5,No,0,Yes
5.1,35,84,7,No,4,Yes
7.52,72,35,1,No,5,Yes
5.57,38,60,0,No,7,Yes
9.42,33,77,4,No,3,Yes
5.91,88,74,0,No,7,Yes
9.57,72,61,3,Yes,6,Yes
5.1,32,76,10,Yes,8,Yes
6.91,90,68,2,Yes,7,Yes
9.33,64,88,2,Yes,6,Yes
9.78,65,98,6,No,2,Yes
9.89,68,58,6,No,5,Yes
9.74,39,78,4,No,0,Yes
5.39,54,50,0,No,1,Yes
9.84,61,96,4,No,5,Yes
6.1,79,72,10,Yes,8,Yes
7.7,47,48,7,Yes,8,Yes
9.31,73,58,1,No,7,Yes
6.68,52,31,10,Yes,6,Yes
8.83,94,52,10,No,7,Yes
8.38,98,94,9,No,1,Yes
7.67,41,74,10,No,3,Yes
8.55,30,46,4,Yes,5,Yes
8.08,75,71,0,Yes,0,Yes
5.11,36,88,5,No,6,Yes
8.28,69,51,0,No,6,Yes
7.65,78,52,0,Yes,3,Yes
9.22,30,79,10,No,7,Yes
9.56,84,44,2,No,3,Yes
5.16,90,90,5,No,2,Yes
8.73,90,51,4,No,0,Yes
5.65,37,69,4,No,3,Yes
9.68,99,45,0,No,7,Yes
9.69,97,38,1,No,2,Yes
7.63,63,73,7,Yes,6,Yes
5.09,95,44,8,Yes,4,Yes
7.2,94,37,2,Yes,5,Yes
5.61,100,78,0,Yes,2,Yes
8.95,35,77,8,No,2,Yes
8.1,39,76,7,Yes,7,Yes
6.49,84,63,2,No,4,Yes
8.0,93,92,2,Yes,4,Yes
5.49,94,69,10,Yes,8,Yes
5.01,48,41,2,No,3,No
9.76,39,95,0,No,8,Yes
6.59,40,80,9,Yes,6,Yes
7.85,86,37,4,Yes,8,Yes
4.71,63,86,3,Yes,2,Yes
8.8,41,92,4,No,7,Yes
7.14,69,42,2,Yes,0,Yes
7.64,57,57,5,No,1,Yes
5.53,60,32,8,No,8,Yes
6.76,30,53,5,No,1,Yes
7.79,35,80,3,Yes,3,Yes
9.25,99,98,6,No,3,Yes
9.09,93,96,3,Yes,5,Yes
5.39,77,86,5,Yes,2,Yes
6.03,98,73,9,Yes,5,Yes
5.6,90,43,0,Yes,5,Yes
6.47,98,66,10,Yes,2,Yes
5.05,87,75,3,No,3,Yes
6.84,78,88,7,No,7,Yes
5.06,94,58,7,No,5,Yes
7.95,35,47,10,No,0,Yes
4.8,85,69,1,Yes,5,Yes
4.67,62,91,1,Yes,0,Yes
8.62,71,100,6,Yes,2,Yes
7.27,32,77,3,No,2,Yes
6.62,61,53,5,Yes,7,Yes
9.24,92,42,4,No,7,Yes
5.29,73,53,7,Yes,6,Yes
9.28,31,97,6,No,6,Yes
7.37,43,100,4,No,7,Yes
9.83,64,64,0,No,6,Yes
5.23,93,50,1,Yes,2,Yes
8.44,80,39,10,Yes,0,Yes
9.88,80,77,9,Yes,0,Yes
5.64,40,80,9,Yes,1,Yes
4.81,47,42,0,No,6,No
7.57,89,61,3,No,7,Yes
5.2,97,70,5,Yes,4,Yes
5.76,32,54,2,Yes,4,Yes
7.3,40,49,2,Yes,5,Yes
9.03,59,70,10,No,7,Yes
4.55,90,67,5,No,3,Yes
7.06,45,56,5,Yes,1,Yes
7.06,74,51,8,No,2,Yes
5.49,81,55,6,Yes,1,Yes
7.02,80,44,1,No,1,Yes
